"","ID","status","word1","word2","response","answer_key","accuracy","rt","attempt","NAtrials","contrast","cswl_list","item","trained","Task"
"20","5a09b895517dfb00013db8b8","complete","t2_gosta.wav","gosta.wav","m","y",0,344,1,NA,"hindi","B","14","0","AX_Pre-test"
"21","5a09b895517dfb00013db8b8","complete","tapsa.wav","t2_tapsa.wav","m","y",0,329,1,NA,"hindi","B","3","1","AX_Pre-test"
"22","5a09b895517dfb00013db8b8","complete","t2_gostta.wav","gosta.wav","y","m",0,350,1,NA,"hindi","B","17","0","AX_Pre-test"
"23","5a09b895517dfb00013db8b8","complete","tapsa.wav","t2_ttapsa.wav","y","m",0,336,1,NA,"hindi","B","4","1","AX_Pre-test"
"24","5a09b895517dfb00013db8b8","complete","t2_gostta.wav","gosta.wav","m","m",1,497,1,NA,"hindi","B","18","0","AX_Pre-test"
"25","5b60bbb75256470001bcd9a8","complete","gosta.wav","t2_gostta.wav","y","m",0,512,1,NA,"hindi","B","24","0","AX_Pre-test"
"26","5b60bbb75256470001bcd9a8","complete","tapsa.wav","t2_tapsa.wav","m","y",0,548,1,NA,"hindi","B","2","1","AX_Pre-test"
"27","5b60bbb75256470001bcd9a8","complete","t2_gostta.wav","gosta.wav","m","m",1,503,1,NA,"hindi","B","16","0","AX_Pre-test"
"28","5b60bbb75256470001bcd9a8","complete","ttapsa.wav","t2_ttapsa.wav","m","y",0,495,1,NA,"hindi","B","9","1","AX_Pre-test"
"29","5b60bbb75256470001bcd9a8","complete","tapsa.wav","t2_ttapsa.wav","m","m",1,342,1,NA,"hindi","B","5","1","AX_Pre-test"
"30","5b60bbb75256470001bcd9a8","complete","t2_gostta.wav","gostta.wav","m","y",0,546,1,NA,"hindi","B","20","0","AX_Pre-test"
"31","5b60bbb75256470001bcd9a8","complete","t2_gosta.wav","gosta.wav","m","y",0,597,1,NA,"hindi","B","15","0","AX_Pre-test"
"32","5b60bbb75256470001bcd9a8","complete","t2_ttapsa.wav","tapsa.wav","m","m",1,297,1,NA,"hindi","B","12","1","AX_Pre-test"
"33","5b60bbb75256470001bcd9a8","complete","t2_gostta.wav","gostta.wav","m","y",0,515,1,NA,"hindi","B","21","0","AX_Pre-test"
"34","5b60bbb75256470001bcd9a8","complete","t2_ttapsa.wav","tapsa.wav","m","m",1,613,1,NA,"hindi","B","10","1","AX_Pre-test"
"35","5b60bbb75256470001bcd9a8","complete","gosta.wav","t2_gostta.wav","m","m",1,356,1,NA,"hindi","B","22","0","AX_Pre-test"
"36","5b60bbb75256470001bcd9a8","complete","tapsa.wav","t2_ttapsa.wav","m","m",1,516,1,NA,"hindi","B","6","1","AX_Pre-test"
"37","5b60bbb75256470001bcd9a8","complete","t2_gostta.wav","gostta.wav","m","y",0,542,1,NA,"hindi","B","19","0","AX_Pre-test"
"38","5b60bbb75256470001bcd9a8","complete","ttapsa.wav","t2_ttapsa.wav","m","y",0,606,1,NA,"hindi","B","8","1","AX_Pre-test"
"39","5b60bbb75256470001bcd9a8","complete","t2_gosta.wav","gosta.wav","m","y",0,293,1,NA,"hindi","B","13","0","AX_Pre-test"
"40","5b60bbb75256470001bcd9a8","complete","gosta.wav","t2_gostta.wav","m","m",1,319,1,NA,"hindi","B","23","0","AX_Pre-test"
"41","5b60bbb75256470001bcd9a8","complete","ttapsa.wav","t2_ttapsa.wav","m","y",0,514,1,NA,"hindi","B","7","1","AX_Pre-test"
"42","5b60bbb75256470001bcd9a8","complete","t2_ttapsa.wav","tapsa.wav","m","m",1,598,1,NA,"hindi","B","11","1","AX_Pre-test"
"43","5b60bbb75256470001bcd9a8","complete","tapsa.wav","t2_tapsa.wav","m","y",0,609,1,NA,"hindi","B","1","1","AX_Pre-test"
"44","5b60bbb75256470001bcd9a8","complete","t2_gosta.wav","gosta.wav","m","y",0,596,1,NA,"hindi","B","14","0","AX_Pre-test"
"45","5b60bbb75256470001bcd9a8","complete","tapsa.wav","t2_tapsa.wav","m","y",0,580,1,NA,"hindi","B","3","1","AX_Pre-test"
"46","5b60bbb75256470001bcd9a8","complete","t2_gostta.wav","gosta.wav","m","m",1,589,1,NA,"hindi","B","17","0","AX_Pre-test"
"47","5b60bbb75256470001bcd9a8","complete","tapsa.wav","t2_ttapsa.wav","m","m",1,494,1,NA,"hindi","B","4","1","AX_Pre-test"
"48","5b60bbb75256470001bcd9a8","complete","t2_gostta.wav","gosta.wav","m","m",1,584,1,NA,"hindi","B","18","0","AX_Pre-test"
"49","5aad4225811b2000016f6ed1","complete","tapsa.wav","t2_tapsa.wav","y","y",1,601,1,NA,"hindi","B","1","1","AX_Pre-test"
"50","5aad4225811b2000016f6ed1","complete","t2_gosta.wav","gosta.wav","y","y",1,332,1,NA,"hindi","B","14","0","AX_Pre-test"
"51","5aad4225811b2000016f6ed1","complete","tapsa.wav","t2_tapsa.wav","y","y",1,603,1,NA,"hindi","B","3","1","AX_Pre-test"
"52","5aad4225811b2000016f6ed1","complete","t2_gostta.wav","gosta.wav","y","m",0,313,1,NA,"hindi","B","17","0","AX_Pre-test"
"53","5aad4225811b2000016f6ed1","complete","tapsa.wav","t2_ttapsa.wav","y","m",0,616,1,NA,"hindi","B","4","1","AX_Pre-test"
"54","5aad4225811b2000016f6ed1","complete","t2_gostta.wav","gosta.wav","y","m",0,315,1,NA,"hindi","B","18","0","AX_Pre-test"
"55","5aad4225811b2000016f6ed1","complete","gosta.wav","t2_gostta.wav","y","m",0,287,1,NA,"hindi","B","24","0","AX_Pre-test"
"56","5aad4225811b2000016f6ed1","complete","tapsa.wav","t2_tapsa.wav","y","y",1,599,1,NA,"hindi","B","2","1","AX_Pre-test"
"57","5aad4225811b2000016f6ed1","complete","t2_gostta.wav","gosta.wav","y","m",0,308,1,NA,"hindi","B","16","0","AX_Pre-test"
"58","5aad4225811b2000016f6ed1","complete","ttapsa.wav","t2_ttapsa.wav","y","y",1,290,1,NA,"hindi","B","9","1","AX_Pre-test"
"59","5aad4225811b2000016f6ed1","complete","tapsa.wav","t2_ttapsa.wav","y","m",0,572,1,NA,"hindi","B","5","1","AX_Pre-test"
"60","5aad4225811b2000016f6ed1","complete","t2_gostta.wav","gostta.wav","y","y",1,310,1,NA,"hindi","B","20","0","AX_Pre-test"
"61","5aad4225811b2000016f6ed1","complete","t2_gostta.wav","gostta.wav","y","y",1,620,1,NA,"hindi","B","19","0","AX_Pre-test"
"62","5aad4225811b2000016f6ed1","complete","ttapsa.wav","t2_ttapsa.wav","y","y",1,593,1,NA,"hindi","B","8","1","AX_Pre-test"
"63","5aad4225811b2000016f6ed1","complete","t2_gosta.wav","gosta.wav","y","y",1,322,1,NA,"hindi","B","13","0","AX_Pre-test"
"64","5aad4225811b2000016f6ed1","complete","gosta.wav","t2_gostta.wav","y","m",0,299,1,NA,"hindi","B","23","0","AX_Pre-test"
"65","5aad4225811b2000016f6ed1","complete","ttapsa.wav","t2_ttapsa.wav","y","y",1,604,1,NA,"hindi","B","7","1","AX_Pre-test"
"66","5aad4225811b2000016f6ed1","complete","t2_ttapsa.wav","tapsa.wav","y","m",0,302,1,NA,"hindi","B","11","1","AX_Pre-test"
"67","5aad4225811b2000016f6ed1","complete","t2_gosta.wav","gosta.wav","y","y",1,499,1,NA,"hindi","B","15","0","AX_Pre-test"
"68","5aad4225811b2000016f6ed1","complete","t2_ttapsa.wav","tapsa.wav","y","m",0,507,1,NA,"hindi","B","12","1","AX_Pre-test"
"69","5aad4225811b2000016f6ed1","complete","t2_gostta.wav","gostta.wav","y","y",1,301,1,NA,"hindi","B","21","0","AX_Pre-test"
"70","5aad4225811b2000016f6ed1","complete","t2_ttapsa.wav","tapsa.wav","y","m",0,333,1,NA,"hindi","B","10","1","AX_Pre-test"
"71","5aad4225811b2000016f6ed1","complete","gosta.wav","t2_gostta.wav","y","m",0,311,1,NA,"hindi","B","22","0","AX_Pre-test"
"72","5aad4225811b2000016f6ed1","complete","tapsa.wav","t2_ttapsa.wav","y","m",0,590,1,NA,"hindi","B","6","1","AX_Pre-test"
"73","5bcf32414f47870001b43945","complete","t2_gostta.wav","gostta.wav","y","y",1,582,1,NA,"hindi","A","19","0","AX_Pre-test"
"74","5bcf32414f47870001b43945","complete","ttapsa.wav","t2_ttapsa.wav","y","y",1,539,1,NA,"hindi","A","8","1","AX_Pre-test"
"75","5bcf32414f47870001b43945","complete","t2_gosta.wav","gosta.wav","m","y",0,547,1,NA,"hindi","A","13","0","AX_Pre-test"
"76","5bcf32414f47870001b43945","complete","gosta.wav","t2_gostta.wav","y","m",0,532,1,NA,"hindi","A","23","0","AX_Pre-test"
"77","5bcf32414f47870001b43945","complete","ttapsa.wav","t2_ttapsa.wav","y","y",1,345,1,NA,"hindi","A","7","1","AX_Pre-test"
"78","5bcf32414f47870001b43945","complete","t2_ttapsa.wav","tapsa.wav","y","m",0,325,1,NA,"hindi","A","11","1","AX_Pre-test"
"79","5bcf32414f47870001b43945","complete","gosta.wav","t2_gostta.wav","m","m",1,300,1,NA,"hindi","A","24","0","AX_Pre-test"
"80","5bcf32414f47870001b43945","complete","tapsa.wav","t2_tapsa.wav","y","y",1,314,1,NA,"hindi","A","2","1","AX_Pre-test"
"81","5bcf32414f47870001b43945","complete","t2_gostta.wav","gosta.wav","m","m",1,505,1,NA,"hindi","A","16","0","AX_Pre-test"
"82","5bcf32414f47870001b43945","complete","ttapsa.wav","t2_ttapsa.wav","m","y",0,510,1,NA,"hindi","A","9","1","AX_Pre-test"
"83","5bcf32414f47870001b43945","complete","tapsa.wav","t2_ttapsa.wav","y","m",0,553,1,NA,"hindi","A","5","1","AX_Pre-test"
"84","5bcf32414f47870001b43945","complete","t2_gostta.wav","gostta.wav","y","y",1,520,1,NA,"hindi","A","20","0","AX_Pre-test"
"85","5bcf32414f47870001b43945","complete","tapsa.wav","t2_tapsa.wav","y","y",1,343,1,NA,"hindi","A","1","1","AX_Pre-test"
"86","5bcf32414f47870001b43945","complete","t2_gosta.wav","gosta.wav","m","y",0,540,1,NA,"hindi","A","14","0","AX_Pre-test"
"87","5bcf32414f47870001b43945","complete","tapsa.wav","t2_tapsa.wav","m","y",0,504,1,NA,"hindi","A","3","1","AX_Pre-test"
"88","5bcf32414f47870001b43945","complete","t2_gostta.wav","gosta.wav","m","m",1,500,1,NA,"hindi","A","17","0","AX_Pre-test"
"89","5bcf32414f47870001b43945","complete","tapsa.wav","t2_ttapsa.wav","y","m",0,355,1,NA,"hindi","A","4","1","AX_Pre-test"
"90","5bcf32414f47870001b43945","complete","t2_gostta.wav","gosta.wav","y","m",0,513,1,NA,"hindi","A","18","0","AX_Pre-test"
"91","5bcf32414f47870001b43945","complete","t2_gosta.wav","gosta.wav","m","y",0,328,1,NA,"hindi","A","15","0","AX_Pre-test"
"92","5bcf32414f47870001b43945","complete","t2_ttapsa.wav","tapsa.wav","y","m",0,353,1,NA,"hindi","A","12","1","AX_Pre-test"
"93","5bcf32414f47870001b43945","complete","t2_gostta.wav","gostta.wav","y","y",1,493,1,NA,"hindi","A","21","0","AX_Pre-test"
"94","5bcf32414f47870001b43945","complete","t2_ttapsa.wav","tapsa.wav","y","m",0,612,1,NA,"hindi","A","10","1","AX_Pre-test"
"95","5bcf32414f47870001b43945","complete","gosta.wav","t2_gostta.wav","y","m",0,357,1,NA,"hindi","A","22","0","AX_Pre-test"
"96","5bcf32414f47870001b43945","complete","tapsa.wav","t2_ttapsa.wav","y","m",0,511,1,NA,"hindi","A","6","1","AX_Pre-test"
"97","565248ccfea9c60012c5cc62","complete","gostta.wav","t2_gostta.wav","y","y",1,1137,1,NA,"hindi","B","19","0","AX_Pre-test"
"98","565248ccfea9c60012c5cc62","complete","t2_ttapsa.wav","ttapsa.wav","y","y",1,1087,1,NA,"hindi","B","8","1","AX_Pre-test"
"99","565248ccfea9c60012c5cc62","complete","t2_gostta.wav","gosta.wav","y","m",0,1091,1,NA,"hindi","B","23","0","AX_Pre-test"
"100","565248ccfea9c60012c5cc62","complete","t2_ttapsa.wav","ttapsa.wav","y","y",1,1089,1,NA,"hindi","B","7","1","AX_Pre-test"
"101","565248ccfea9c60012c5cc62","complete","tapsa.wav","t2_ttapsa.wav","y","m",0,1382,1,NA,"hindi","B","11","1","AX_Pre-test"
"102","565248ccfea9c60012c5cc62","complete","t2_gostta.wav","gosta.wav","y","m",0,1450,1,NA,"hindi","B","24","0","AX_Pre-test"
"103","565248ccfea9c60012c5cc62","complete","t2_tapsa.wav","tapsa.wav","m","y",0,1434,1,NA,"hindi","B","2","1","AX_Pre-test"
"104","565248ccfea9c60012c5cc62","complete","gosta.wav","t2_gostta.wav","m","m",1,1512,1,NA,"hindi","B","16","0","AX_Pre-test"
"105","565248ccfea9c60012c5cc62","complete","t2_ttapsa.wav","ttapsa.wav","m","y",0,1430,1,NA,"hindi","B","9","1","AX_Pre-test"
"106","565248ccfea9c60012c5cc62","complete","t2_ttapsa.wav","tapsa.wav","y","m",0,1418,1,NA,"hindi","B","5","1","AX_Pre-test"
"107","565248ccfea9c60012c5cc62","complete","gostta.wav","t2_gostta.wav","y","y",1,1409,1,NA,"hindi","B","20","0","AX_Pre-test"
"108","565248ccfea9c60012c5cc62","complete","t2_tapsa.wav","tapsa.wav","y","y",1,1414,1,NA,"hindi","B","1","1","AX_Pre-test"
"109","565248ccfea9c60012c5cc62","complete","t2_tapsa.wav","tapsa.wav","y","y",1,1390,1,NA,"hindi","B","3","1","AX_Pre-test"
"110","565248ccfea9c60012c5cc62","complete","gosta.wav","t2_gostta.wav","y","m",0,1492,1,NA,"hindi","B","17","0","AX_Pre-test"
"111","565248ccfea9c60012c5cc62","complete","t2_ttapsa.wav","tapsa.wav","y","m",0,1441,1,NA,"hindi","B","4","1","AX_Pre-test"
"112","565248ccfea9c60012c5cc62","complete","gosta.wav","t2_gostta.wav","y","m",0,1416,1,NA,"hindi","B","18","0","AX_Pre-test"
"113","565248ccfea9c60012c5cc62","complete","gosta.wav","t2_gosta.wav","m","y",0,1410,1,NA,"hindi","B","15","0","AX_Pre-test"
"114","565248ccfea9c60012c5cc62","complete","tapsa.wav","t2_ttapsa.wav","m","m",1,1437,1,NA,"hindi","B","12","1","AX_Pre-test"
"115","565248ccfea9c60012c5cc62","complete","gostta.wav","t2_gostta.wav","y","y",1,1497,1,NA,"hindi","B","21","0","AX_Pre-test"
"116","565248ccfea9c60012c5cc62","complete","tapsa.wav","t2_ttapsa.wav","m","m",1,1440,1,NA,"hindi","B","10","1","AX_Pre-test"
"117","565248ccfea9c60012c5cc62","complete","t2_gostta.wav","gosta.wav","y","m",0,1413,1,NA,"hindi","B","22","0","AX_Pre-test"
"118","565248ccfea9c60012c5cc62","complete","t2_ttapsa.wav","tapsa.wav","m","m",1,1509,1,NA,"hindi","B","6","1","AX_Pre-test"
"119","5b3a541e06f9f90001fb9c00","complete","t2_gostta.wav","gosta.wav","y","m",0,1425,1,NA,"hindi","B","24","0","AX_Pre-test"
"120","5b3a541e06f9f90001fb9c00","complete","t2_tapsa.wav","tapsa.wav","m","y",0,1495,1,NA,"hindi","B","2","1","AX_Pre-test"
"121","5b3a541e06f9f90001fb9c00","complete","gosta.wav","t2_gostta.wav","y","m",0,1507,1,NA,"hindi","B","16","0","AX_Pre-test"
"122","5b3a541e06f9f90001fb9c00","complete","t2_ttapsa.wav","ttapsa.wav","m","y",0,1406,1,NA,"hindi","B","9","1","AX_Pre-test"
"123","5b3a541e06f9f90001fb9c00","complete","t2_ttapsa.wav","tapsa.wav","m","m",1,1158,1,NA,"hindi","B","5","1","AX_Pre-test"
"124","5b3a541e06f9f90001fb9c00","complete","gostta.wav","t2_gostta.wav","y","y",1,1421,1,NA,"hindi","B","20","0","AX_Pre-test"
"125","5b3a541e06f9f90001fb9c00","complete","gostta.wav","t2_gostta.wav","y","y",1,1166,1,NA,"hindi","B","19","0","AX_Pre-test"
"126","5b3a541e06f9f90001fb9c00","complete","t2_ttapsa.wav","ttapsa.wav","m","y",0,1412,1,NA,"hindi","B","8","1","AX_Pre-test"
"127","5b3a541e06f9f90001fb9c00","complete","gosta.wav","t2_gosta.wav","y","y",1,1517,1,NA,"hindi","B","13","0","AX_Pre-test"
"128","5b3a541e06f9f90001fb9c00","complete","t2_gostta.wav","gosta.wav","y","m",0,1168,1,NA,"hindi","B","23","0","AX_Pre-test"
"129","5b3a541e06f9f90001fb9c00","complete","t2_ttapsa.wav","ttapsa.wav","m","y",0,1139,1,NA,"hindi","B","7","1","AX_Pre-test"
"130","5b3a541e06f9f90001fb9c00","complete","tapsa.wav","t2_ttapsa.wav","y","m",0,1387,1,NA,"hindi","B","11","1","AX_Pre-test"
"131","5b3a541e06f9f90001fb9c00","complete","gosta.wav","t2_gosta.wav","m","y",0,1134,1,NA,"hindi","B","15","0","AX_Pre-test"
"132","5b3a541e06f9f90001fb9c00","complete","tapsa.wav","t2_ttapsa.wav","y","m",0,1489,1,NA,"hindi","B","12","1","AX_Pre-test"
"133","5b3a541e06f9f90001fb9c00","complete","gostta.wav","t2_gostta.wav","y","y",1,1444,1,NA,"hindi","B","21","0","AX_Pre-test"
"134","5b3a541e06f9f90001fb9c00","complete","tapsa.wav","t2_ttapsa.wav","y","m",0,1505,1,NA,"hindi","B","10","1","AX_Pre-test"
"135","5b3a541e06f9f90001fb9c00","complete","t2_gostta.wav","gosta.wav","y","m",0,1488,1,NA,"hindi","B","22","0","AX_Pre-test"
"136","5b3a541e06f9f90001fb9c00","complete","t2_ttapsa.wav","tapsa.wav","m","m",1,1500,1,NA,"hindi","B","6","1","AX_Pre-test"
"137","5b3a541e06f9f90001fb9c00","complete","t2_tapsa.wav","tapsa.wav","m","y",0,1151,1,NA,"hindi","B","1","1","AX_Pre-test"
"138","5b3a541e06f9f90001fb9c00","complete","gosta.wav","t2_gosta.wav","m","y",0,1502,1,NA,"hindi","B","14","0","AX_Pre-test"
"139","5b3a541e06f9f90001fb9c00","complete","t2_tapsa.wav","tapsa.wav","m","y",0,1498,1,NA,"hindi","B","3","1","AX_Pre-test"
"140","5b3a541e06f9f90001fb9c00","complete","gosta.wav","t2_gostta.wav","y","m",0,1513,1,NA,"hindi","B","17","0","AX_Pre-test"
"141","5b3a541e06f9f90001fb9c00","complete","t2_ttapsa.wav","tapsa.wav","y","m",0,1435,1,NA,"hindi","B","4","1","AX_Pre-test"
"142","5b3a541e06f9f90001fb9c00","complete","gosta.wav","t2_gostta.wav","y","m",0,1487,1,NA,"hindi","B","18","0","AX_Pre-test"
"143","5b9d3b7e1b99540001d790c0","complete","gosta.wav","t2_gosta.wav","y","y",1,1154,1,NA,"hindi","B","15","0","AX_Pre-test"
"144","5b9d3b7e1b99540001d790c0","complete","tapsa.wav","t2_ttapsa.wav","y","m",0,1160,1,NA,"hindi","B","12","1","AX_Pre-test"
"145","5b9d3b7e1b99540001d790c0","complete","gostta.wav","t2_gostta.wav","y","y",1,1433,1,NA,"hindi","B","21","0","AX_Pre-test"
"146","5b9d3b7e1b99540001d790c0","complete","tapsa.wav","t2_ttapsa.wav","y","m",0,1428,1,NA,"hindi","B","10","1","AX_Pre-test"
"147","5b9d3b7e1b99540001d790c0","complete","t2_gostta.wav","gosta.wav","y","m",0,1397,1,NA,"hindi","B","22","0","AX_Pre-test"
"148","5b9d3b7e1b99540001d790c0","complete","t2_ttapsa.wav","tapsa.wav","y","m",0,1399,1,NA,"hindi","B","6","1","AX_Pre-test"
"149","5b9d3b7e1b99540001d790c0","complete","t2_tapsa.wav","tapsa.wav","m","y",0,1436,1,NA,"hindi","B","2","1","AX_Pre-test"
"150","5b9d3b7e1b99540001d790c0","complete","gosta.wav","t2_gostta.wav","m","m",1,1391,1,NA,"hindi","B","16","0","AX_Pre-test"
"151","5b9d3b7e1b99540001d790c0","complete","t2_ttapsa.wav","ttapsa.wav","m","y",0,1132,1,NA,"hindi","B","9","1","AX_Pre-test"
"152","5b9d3b7e1b99540001d790c0","complete","t2_ttapsa.wav","tapsa.wav","m","m",1,1172,1,NA,"hindi","B","5","1","AX_Pre-test"
"153","5b9d3b7e1b99540001d790c0","complete","gostta.wav","t2_gostta.wav","m","y",0,1130,1,NA,"hindi","B","20","0","AX_Pre-test"
"154","5b9d3b7e1b99540001d790c0","complete","t2_tapsa.wav","tapsa.wav","m","y",0,1388,1,NA,"hindi","B","1","1","AX_Pre-test"
"155","5b9d3b7e1b99540001d790c0","complete","gosta.wav","t2_gosta.wav","m","y",0,1084,1,NA,"hindi","B","14","0","AX_Pre-test"
"156","5b9d3b7e1b99540001d790c0","complete","t2_tapsa.wav","tapsa.wav","y","y",1,1439,1,NA,"hindi","B","3","1","AX_Pre-test"
"157","5b9d3b7e1b99540001d790c0","complete","gosta.wav","t2_gostta.wav","y","m",0,1411,1,NA,"hindi","B","17","0","AX_Pre-test"
"158","5b9d3b7e1b99540001d790c0","complete","t2_ttapsa.wav","tapsa.wav","m","m",1,1442,1,NA,"hindi","B","4","1","AX_Pre-test"
"159","5b9d3b7e1b99540001d790c0","complete","gosta.wav","t2_gostta.wav","m","m",1,1125,1,NA,"hindi","B","18","0","AX_Pre-test"
"160","5b9d3b7e1b99540001d790c0","complete","gostta.wav","t2_gostta.wav","m","y",0,1426,1,NA,"hindi","B","19","0","AX_Pre-test"
"161","5b9d3b7e1b99540001d790c0","complete","t2_ttapsa.wav","ttapsa.wav","m","y",0,1120,1,NA,"hindi","B","8","1","AX_Pre-test"
"162","5b9d3b7e1b99540001d790c0","complete","gosta.wav","t2_gosta.wav","m","y",0,1380,1,NA,"hindi","B","13","0","AX_Pre-test"
"163","5b9d3b7e1b99540001d790c0","complete","t2_gostta.wav","gosta.wav","m","m",1,1153,1,NA,"hindi","B","23","0","AX_Pre-test"
"164","5b9d3b7e1b99540001d790c0","complete","t2_ttapsa.wav","ttapsa.wav","y","y",1,1157,1,NA,"hindi","B","7","1","AX_Pre-test"
"165","5b9d3b7e1b99540001d790c0","complete","tapsa.wav","t2_ttapsa.wav","m","m",1,1102,1,NA,"hindi","B","11","1","AX_Pre-test"
"166","5b9ec2a99624180001131869","complete","gostta.wav","t2_gostta.wav","y","y",1,1398,1,NA,"hindi","A","19","0","AX_Pre-test"
"167","5b9ec2a99624180001131869","complete","t2_ttapsa.wav","ttapsa.wav","m","y",0,1140,1,NA,"hindi","A","8","1","AX_Pre-test"
"168","5b9ec2a99624180001131869","complete","gosta.wav","t2_gosta.wav","y","y",1,1611,1,NA,"hindi","A","13","0","AX_Pre-test"
"169","5b9ec2a99624180001131869","complete","t2_gostta.wav","gosta.wav","y","m",0,1075,1,NA,"hindi","A","23","0","AX_Pre-test"
"170","5b9ec2a99624180001131869","complete","t2_ttapsa.wav","ttapsa.wav","m","y",0,1508,1,NA,"hindi","A","7","1","AX_Pre-test"
"171","5b9ec2a99624180001131869","complete","tapsa.wav","t2_ttapsa.wav","y","m",0,1583,1,NA,"hindi","A","11","1","AX_Pre-test"
"172","5b9ec2a99624180001131869","complete","gosta.wav","t2_gosta.wav","y","y",1,1445,1,NA,"hindi","A","15","0","AX_Pre-test"
"173","5b9ec2a99624180001131869","complete","tapsa.wav","t2_ttapsa.wav","y","m",0,1599,1,NA,"hindi","A","12","1","AX_Pre-test"
"174","5b9ec2a99624180001131869","complete","gostta.wav","t2_gostta.wav","y","y",1,1448,1,NA,"hindi","A","21","0","AX_Pre-test"
"175","5b9ec2a99624180001131869","complete","tapsa.wav","t2_ttapsa.wav","y","m",0,1619,1,NA,"hindi","A","10","1","AX_Pre-test"
"176","5b9ec2a99624180001131869","complete","t2_gostta.wav","gosta.wav","y","m",0,1577,1,NA,"hindi","A","22","0","AX_Pre-test"
"177","5b9ec2a99624180001131869","complete","t2_ttapsa.wav","tapsa.wav","y","m",0,1097,1,NA,"hindi","A","6","1","AX_Pre-test"
"178","5b9ec2a99624180001131869","complete","t2_tapsa.wav","tapsa.wav","y","y",1,1608,1,NA,"hindi","A","1","1","AX_Pre-test"
"179","5b9ec2a99624180001131869","complete","gosta.wav","t2_gosta.wav","y","y",1,1503,1,NA,"hindi","A","14","0","AX_Pre-test"
"180","5b9ec2a99624180001131869","complete","t2_tapsa.wav","tapsa.wav","m","y",0,1515,1,NA,"hindi","A","3","1","AX_Pre-test"
"181","5b9ec2a99624180001131869","complete","gosta.wav","t2_gostta.wav","y","m",0,1081,1,NA,"hindi","A","17","0","AX_Pre-test"
"182","5b9ec2a99624180001131869","complete","t2_ttapsa.wav","tapsa.wav","m","m",1,1404,1,NA,"hindi","A","4","1","AX_Pre-test"
"183","5b9ec2a99624180001131869","complete","gosta.wav","t2_gostta.wav","m","m",1,1431,1,NA,"hindi","A","18","0","AX_Pre-test"
"184","5b9ec2a99624180001131869","complete","t2_gostta.wav","gosta.wav","y","m",0,1079,1,NA,"hindi","A","24","0","AX_Pre-test"
